Data,AAPL,ATSG,AVNW,BOOM,BREW,BRK_A,CPRT,EZPW,HWKN,HXL,HZO,IART,IBKC,INGR,MPWR,INO,INSM,INSY,SEAC,MCHP,MCHX,NTRS,NUAN,SCSS,TBBK,TCBK,UTHR,YRCW,YUM,ZIXI
2005-01-03,63.29,8.64,2.17,11.62,3.55,87100,25.06,14.6,11.81,14.64,29.42,35.91,64.3,52.86,8.87,3.9,2.3,12.17,17.26,26,22.09,47.43,4.21,17.64,16.72,23.31,44.05,54.24,46.82,4.99
2005-01-04,63.94,8.6,2.15,11.07,3.53,85901,24.14,14.27,11.811,14.48,28.9,35.4,65.1,52.27,8.65,3.5,2.21,12.16,16.87,25.55,20.5,47.02,4.01,17.15,16.72,22.37,42.4,53.45,46.2,4.83
2005-01-05,64.5,8.37,2.11,10.88,3.5,85700,23.62,14.74,11.89,14.21,27.82,35.96,63.15,51.6,8.3,3.55,2,11.9,16.4,24.77,20.4,46.84,3.95,16.89,16.72,22.81,42.73,52.26,46.09,4.75
2005-01-06,64.55,8.17,2.18,10.75,3.503,86192,23.57,14.67,11.85,14.51,28.45,36.35,64.32,54.53,8.24,3.6,1.98,12.29,16.7,24.481,20.39,47.39,3.98,16.98,16.72,22.25,43.38,52.38,46.61,4.53
2005-01-07,69.25,8.04,2.17,10.13,3.5,87500,23.05,14.69,11.75,14.43,28.48,36.12,61.19,53.85,8.25,3.79,1.83,11.9,16.28,24.53,20.49,46.63,4.22,17,16.72,22.37,42.56,50.59,46.35,4.52
2005-01-10,68.96,7.98,2.15,10.2,3.68,87790,23.16,14.69,11.99,14.75,28.69,36.23,62.05,54.65,7.8,3.76,1.79,11.98,16.41,24.52,20.79,46.46,4.2,17.15,16.72,21.67,42.56,52.06,46.36,4.4
2005-01-11,64.56,7.85,2.1,9.26,3.67,86390,23.45,14.13,11.85,15.05,28.18,36.18,61.22,53.87,7.22,3.89,1.86,11.47,15.98,24.28,19.66,46,4.05,18.96,16.72,21.82,41.37,51.13,46.51,4.19
2005-01-12,65.46,7.78,2.07,9.06,3.67,86300,23.45,14.45,11.71,15.07,28.68,36.4,60.36,53.89,6.6,3.87,1.86,11.15,16.36,24.47,18.694,45.85,4.09,19.73,16.72,21.82,41.39,50.46,46.04,4.09
2005-01-13,69.8,7.67,2.19,10.689,3.649,86089,23.48,14.33,11.67,15.45,28.62,35.675,60.88,54.1,6.23,3.85,1.96,11.01,16.27,24.41,18.72,45.57,4.15,19.16,16.72,21.75,41.94,50.46,45.38,4.13
2005-01-14,70.2,7.85,2.4,10.12,3.67,85850,23.46,13.98,11.75,15.54,28.97,35.24,59.95,54.21,6.28,3.82,1.9,11.09,16.17,25.18,18.77,46.06,4.16,19.5,16.72,21.35,42.53,51.42,45.18,4.3
2005-01-18,70.65,8,2.38,9.88,3.55,86600,23.89,14.42,11.75,15.89,28.35,36.42,63.31,55.73,6.29,3.85,1.95,11.31,16.64,25.19,19.98,47.04,4.19,19.4,16.72,22.11,43.92,51.29,45.51,4.39
2005-01-19,69.88,8.22,2.22,10.39,3.5,86895,23.75,14.36,11.75,15.2,28.12,36,61.2,55.1,6.34,3.9,1.8703,11.18,16.19,24.91,19.75,45.9,4.12,19.25,14.24,21.68,44.65,51.73,45.88,4.23
2005-01-20,70.46,7.94,2.17,10.16,3.53,87600,23.7,14.59,11.78,14.57,29.9,36.28,59.56,54.94,6.85,3.82,1.85,10.99,15.84,24.87,19.6,44.75,4.12,18.85,14.11,21.5,43.6,51.13,45.65,4.17
2005-01-21,70.49,7.83,2.18,9.73,3.511,90000,23.19,15.99,11.65,14.5,29.74,36.18,60.07,55.25,7.66,3.89,1.78,10.46,15.75,24.93,18.63,44.29,4.05,19.06,14.17,21.099,43.55,49.8,45.52,4.06
2005-01-24,70.76,7.65,2.3,10,3.5,90000,22.52,17.03,11.75,14.25,29.6,35.64,59.29,56.8,7.92,3.9,1.7,9.77,15.57,24.86,18.28,44.18,4.12,18.69,14.5,21.29,42.56,49.73,45.48,3.86
2005-01-25,72.05,7.6,2.25,10.35,3.612,89400,22.37,17.351,11.74,14.43,30.46,35.73,60.36,56.2,7.84,3.9,1.58,11.1,15.93,25.51,18.39,43.94,4.09,18.75,15,21.1,42.17,51.09,45.58,3.88
2005-01-26,72.25,7.47,2.24,10.09,3.6,89190,22.4,17.9,11.75,14.2,32.34,36.94,61.17,28.3,7.77,4.09,1.58,10.785,16.17,25.86,18.35,44.06,4.15,19.16,14.24,21.855,42.43,50.72,45.73,3.85
2005-01-27,72.64,7.7,2.3,10.4,3.51,88650,22.89,18.01,11.75,14.22,31.48,36.78,60.14,28.97,7.66,4.35,1.68,10.49,16.04,26.35,18.18,43.59,4.13,19.47,14.1,21.98,42.74,51.86,45.3,3.7
2005-01-28,73.98,7.8,2.21,10.26,3.55,90000,22.61,18.25,11.85,14.21,31.06,36.95,60.05,28.74,7.62,4.22,1.69,10.5,15.85,25.86,17.38,43.29,4.05,19.15,14.06,21.54,42.5,54.22,45.12,3.66
2005-01-31,76.9,7.95,2.28,12.17,3.62,89900,22.98,19.08,11.76,14.73,31.46,37.68,60.63,29.36,7.38,4.39,1.78,10.97,16.42,26.05,18.01,43.64,4.21,19.57,14.25,22.03,42.67,55.2,46.35,3.73
2005-02-01,77.53,8,2.23,12.669,3.64,90850,22.85,18.67,11.71,14.53,31.64,38.72,60.94,29.66,7.5,4.38,1.69,11.265,16.92,26.18,18.73,44.05,4.15,20.51,13.81,22.07,44.35,55.19,45.84,3.84
2005-02-02,79.63,8,2.2,12.23,3.64,90400,23.32,18.1,11.75,14.73,31.9,38.84,61.64,29.98,7.57,4.48,1.7,11.33,16.96,26.77,20.87,43.67,4.25,20.2,14,21.97,44.62,54.4,45.62,4.08
2005-02-03,77.81,8,2.08,12.819,3.67,90100,23.28,19.02,11.75,14.5,31.79,38.69,61.46,29.78,7.35,4.54,1.66,11.18,16.56,26.51,23.05,43.49,4.09,19.97,13.04,22.02,45.37,54.44,46.18,4.01
2005-02-04,78.84,8.21,2.13,12.84,3.71,90995,24.06,19.14,11.81,14.45,31.95,38.9,61.52,30.14,7.57,4.54,1.6,11.95,13.92,27.79,23.82,44.33,4.3,20.57,13.25,22.06,45.82,54.9,46.4,3.86
2005-02-07,78.94,8.3,2.22,12.61,3.77,91400,23.98,20.01,11.821,15.04,31.77,38.63,61.57,29.89,7.52,4.22,1.67,11.76,13.3,27.42,24.71,44.3,4.44,20.35,13.5,21.92,44.97,55.7,46.31,4.03
2005-02-08,80.9,8.01,2.3,12.5,3.92,91000,23.74,20.93,11.81,15.08,30.79,38.79,61.42,29.48,7.62,4.22,1.73,11.92,13.51,27.9,22.3,44.56,4.73,20.62,13.94,22.33,45.72,55.72,46.26,4.12
2005-02-09,78.74,8,2.1,12.14,3.99,90800,22.74,21.69,11.9,14.78,29.88,37.44,60.91,29.45,7.09,4.08,1.75,11.33,13.36,27.09,20.78,43.95,4.65,19.89,13.5,21,44.57,55.83,45.41,3.52
2005-02-10,78.36,7.93,2.08,11.835,3.989,90800,22.78,18.53,11.85,14.66,30.74,37.7,60.89,29.57,6.91,4.24,1.73,10.94,13.41,27.5,20.79,44.32,4.47,20.83,13.75,21.78,44.57,55.21,46.35,3.48
2005-02-11,81.21,7.88,2.22,12.3,3.979,91700,22.9,20.27,11.99,15.13,30.98,38.26,61.5,29.55,7.17,4.35,1.67,11.54,13.49,28.34,21.4,44.86,4.55,20.93,13.86,22.5,43.7,55.29,46.98,3.37
2005-02-14,84.63,7.6,2.28,13.45,4.04,91480,23.04,20.09,12.08,15.21,31.17,38.1,61.76,29.41,7.52,4.35,1.64,11.32,13.74,28.21,21.44,44.71,4.56,20.99,14.05,21.93,43.99,55.45,47.77,3.43
2005-02-15,88.41,7.56,2.27,14.13,4.14,91200,23.08,19.88,11.98,14.81,31.4,37.78,61.94,29.53,7.36,4.32,1.62,11.11,13.8,28.43,21.94,44.45,4.46,20.99,14,21.32,44.29,55.01,48.07,3.33
2005-02-16,90.13,7.45,2.26,13.689,3.61,90510,23.12,20.35,11.95,15.58,32.96,38.24,61.42,29.1,7.139,4.27,1.55,10.82,13.98,28.26,22.39,43.7,4.5,21,14.125,21.44,44.32,55.82,48.01,3.27
2005-02-17,87.81,7.65,2.2,13.039,3.541,90302,23.01,20.42,12,15.67,33.8,37.99,60.3,28.58,6.96,4.21,1.59,10.32,13.79,27.3,22.75,43.02,4.41,20.15,14.06,21.02,44.55,55.65,48.08,3.07
2005-02-18,86.81,7.58,2.19,13.97,3.51,89900,23.11,20.3,12.01,15.23,34.26,38.1,60,28.36,6.48,4.2,1.53,10.3,13.9,26.79,22.52,42.46,4.38,20.06,14.05,20.54,44.87,56.04,48.19,3.17
2005-02-22,85.29,7.26,2.1,16.07,3.5,89900,22.39,19.92,11.9,14.6,33.64,36.81,59.96,27.74,6.45,4.3,1.46,10.5,13.75,26.52,22.02,41.81,4.2,19.75,14.1,19.35,43.13,53.97,47.28,3.02
2005-02-23,88.23,7.06,2.18,15.391,3.52,91100,22.73,20.01,12.001,15.29,34.1,36.32,59.67,27.26,6.36,4.44,1.52,10.55,13.5,26.56,21.75,41.86,4.25,19.96,14.05,19.43,44.69,56.5,47.34,2.98
2005-02-24,88.93,7.3,2.2,15.09,3.84,90375,22.4,19.6,12.03,15.51,34,36.31,59.38,27.07,6.37,4.46,1.44,11.31,13.63,27.63,21.25,41.97,4.36,20.57,14.08,20,45.41,59.7,48.17,2.68
2005-02-25,88.99,8.1,2.18,19.41,3.75,90490,22.79,18.99,12.04,16.56,34.33,36.73,59.39,28,6.53,4.33,1.39,11.01,13.37,28.12,21.4,42.25,4.4,20.57,14.05,20.92,45.68,59.78,48.89,2.88
2005-02-28,44.86,8.05,2.11,20.97,3.65,90200,23.3,19.29,12.05,16.63,34.26,37.09,58.84,27.97,6.39,4.25,1.29,10.43,13.85,27.46,20.75,42.25,4.29,20.6,13.92,20.12,45.43,56.31,48.78,2.97
2005-03-01,44.5,8.25,2.17,20.23,3.55,90800,24.62,20.43,11.95,16.53,34.9,38.06,59.93,28.13,6.44,4.41,1.21,10.49,13.96,28.43,20.36,43.53,4.35,21.07,14.1,20.4,44.79,57.02,49.26,2.95
2005-03-02,44.121,8.2,2.2,22.45,3.56,90300,25.75,18.16,11.95,16.61,34.81,38.42,59.23,28.14,6.34,4.45,1.18,10.05,14.12,28.12,20.15,43.57,4.33,21.51,14.1,20.67,44.92,57.68,50.07,3.02
2005-03-03,41.79,8.2,2.19,22.33,3.61,89602,24.79,16.18,11.95,17,34.06,39.07,59.69,28.35,6.38,4.68,1.2,9.92,13.66,27.96,20.18,43.36,4.38,21.38,14.05,20.79,43.95,57.47,49.9,3.14
2005-03-04,42.81,8.12,2.2,20.93,3.7,89300,25.02,15.19,11.95,17.15,34.22,39.42,60,28.8,6.62,4.85,1.2,9.77,13.6,28.18,19.99,44.56,4.2,21.56,14.04,21.36,43.49,61.12,50.07,3.45
2005-03-07,42.75,8.11,2.19,24.98,3.75,90100,25.07,15.64,12,17.38,33.85,39.179,60.16,28.3,6.8,5.01,1.21,9.16,13.97,28.49,19,44.4,4.03,21.18,14.15,21.26,43.89,61.82,51.29,3.54
2005-03-08,40.53,8.01,2.16,23.82,3.62,90200,25.43,14.12,11.94,17.59,33.4,38.85,59.81,27.87,7.44,4.64,1.18,9.02,14.19,27.82,18.5,43.98,3.76,21,14.1,21.2,44.31,61.53,51.06,3.82
2005-03-09,39.35,8,2.11,25.73,3.656,91000,24.78,13.47,12.003,17.46,32.87,38.34,59.45,27.45,8,4.71,1.19,7.98,13.45,27.44,17.81,43.14,3.92,20.62,14.02,21.21,44.17,61.34,50.23,3.69
2005-03-10,39.83,7.96,2.15,26.85,3.6,90700,24.71,13.72,12,17.25,32.74,38.02,59.36,27.53,7.92,4.66,1.22,7.95,13.13,27.47,17.86,43.35,3.87,21.92,14.03,21.25,43.27,60.92,50.08,3.54
2005-03-11,40.27,7.94,2.12,29.43,3.64,90625,24.17,13.07,12.15,17.01,32.36,38.21,59.59,27.24,8.28,4.6,1.27,8.05,12.91,27.21,17.36,42.77,3.86,21.84,13.95,21.1,42.44,60.93,50.8,3.47
2005-03-14,40.32,7.92,2.13,32.88,3.601,90600,24.75,13.16,12.13,17,32.85,38.16,59.33,27.42,8.4,4.4,1.23,8.49,12.61,27.29,17.74,43.48,3.85,21.91,13.92,21.3,43.39,61.28,51.5,3.33
2005-03-15,40.96,7.97,2.02,32.44,3.54,89900,24.33,12.99,12,17,33.43,38.05,59.39,27.1,8.67,4.22,1.24,8.44,12.39,26.65,18.16,43.08,3.77,21.25,13.96,21.19,43.2,60.96,51.65,3.3
2005-03-16,41.18,7.92,1.93,29.68,3.62,86195,24.19,12.75,12.03,17.06,33.08,36.97,59.3,26.57,8.29,4.25,1.21,8.44,12.57,26.01,17.32,42.88,3.79,21.61,13.78,21.1,43.07,58.81,51.27,3.33
2005-03-17,42.25,7.95,1.94,28.34,3.59,88200,24.35,13.69,12.04,16.93,32.06,36.82,59.69,26.81,8.51,4.23,1.16,8.74,12.65,25.71,17.41,42.75,3.67,21.69,14.05,21.32,43.13,58.47,50.55,3.56
2005-03-18,42.96,7.94,1.96,28.629,3.42,87600,24.15,12.66,12,16.8,31.66,36.75,59.36,26.41,8.68,4.12,1.05,8.68,12.57,25.89,16.63,43.16,3.59,21.65,13.99,21.27,42.85,57.4,50.45,3.6
2005-03-21,43.7,7.96,1.95,35.21,3.5,87500,24.05,13.49,12.02,16.81,30.51,36.99,58.145,26.18,8.57,3.96,0.99,8.51,12.99,25.64,16.87,42.7,3.69,21.75,14.05,20.99,43.16,57.66,50.95,3.75
2005-03-22,42.83,7.95,1.89,34.7,3.569,86802,23.96,14.04,12.039,16.8,29.99,35.74,58.41,26.01,8.64,3.85,0.92,8.6,12.61,25.38,16.99,42.17,3.64,21.77,13.95,20.8,43.09,57.89,50.98,3.81
2005-03-23,42.55,7.81,1.88,36.11,3.5,86500,23.77,13.88,11.82,16.2,30.36,35.45,57.6,25.85,9.12,3.9,0.89,7.97,12.38,25.5,16.9,42.11,3.64,21.28,14,20.72,43.96,57.36,50.6,3.77
2005-03-24,42.5,7.59,1.85,37.3,3.48,87400,23.81,13.19,12.02,16.58,31.21,35.51,57.75,25.77,9.2,3.92,0.91,8.54,12.43,25.52,17.4,41.6,3.72,21.14,14,20.76,44.05,58.89,52.32,3.87
2005-03-28,42.53,7.45,1.84,35.2,3.49,86800,23.71,13.01,11.97,16.05,31.57,35.73,56.65,25.79,9.23,3.86,0.9,8.61,12.45,25.52,17.88,41.93,3.62,20.87,14,20.94,44.4,59.57,53.19,3.95
2005-03-29,41.75,7.35,1.72,32.5,3.47,87000,23.2,12.71,12.12,15.17,30.6,35.38,55.8,25.69,8.79,3.64,0.82,8.09,12.23,25.65,18.25,41.85,3.57,19.96,13.85,20.285,44.57,57.41,52.66,3.94
2005-03-30,42.8,7.23,1.81,34.55,3.54,87000,23.1,13.01,11.9,15.76,30.74,35.13,56.94,26.12,8.5,3.49,0.84,7.98,12.62,26.41,18.53,42.69,3.65,20.69,14,20.85,44.86,57.58,53,3.95
2005-03-31,41.67,7.24,1.84,35.22,3.501,87000,23.56,13.28,11.91,15.51,31.18,35.22,56.26,25.99,8.83,3.42,0.85,7.77,12.95,26.01,18.64,43.44,3.72,20.44,14,20.95,45.695,57.08,51.81,3.74
2005-04-01,40.89,7.17,1.84,34.6,3.49,85000,23.21,13.57,12.02,15.35,30.8,35.09,56.51,25.9,8.86,3.42,0.82,7.8,12.95,25.29,18.44,43.13,3.6,20,13.8,20.39,45.13,58.2,51.2,3.33
2005-04-04,41.09,7.2,1.86,34.32,3.5,87190,23.35,15.33,12,15.01,30.71,35.7,56.93,25.86,9.08,3.29,0.82,7.82,13.11,25.02,18.18,43.11,3.74,20.57,14.02,20.49,44.21,57.78,51.46,3.19
2005-04-05,41.89,7.21,1.88,34.672,3.501,88000,23.64,16.12,12.01,14.49,30.05,36.55,57.56,20.98,9.1,3.25,0.82,7.83,13.22,25.08,18.3,43.44,3.7,20.65,13.99,20.52,45.02,58.52,51.5,3.08
2005-04-06,42.33,7.65,1.84,33.75,3.51,88300,23.85,16.15,12.07,15.03,31.36,36.72,58.93,21.15,8.87,3.34,0.85,7.82,12.53,24.81,17.83,44.52,3.71,20.44,14.37,20.4,45.13,58.92,51.62,3.41
2005-04-07,43.56,7.7,1.87,33.5,3.59,87500,23.85,15.51,12.05,15.52,31.06,37,59.23,21.3,9.1,3.3,0.92,8.17,12.8,25.76,17.58,44.89,3.8,20.27,14.25,20.53,46.3,57.66,51.51,3.69
2005-04-08,43.74,7.66,1.81,32.74,3.57,86900,23.82,15.27,12.39,15.21,30.5,36.19,58.16,21.2,8.48,3.16,0.9,7.84,12.12,25.84,17.14,44.81,3.67,19.76,14.03,20.41,45.51,53.09,50.63,3.74
2005-04-11,41.92,7.67,1.73,30,3.48,87570,23.71,15.18,12.27,15.15,31.09,36.62,58.14,21.32,8.32,3.15,0.87,7.83,11.56,25.63,17.26,44.58,3.6,19.14,13.78,19.94,45.74,52.11,50.33,3.56
2005-04-12,42.66,7.65,1.78,28.65,3.51,87950,23.59,14.95,12.02,15.18,30.32,36.39,58.1,22.44,8.64,3.7,0.88,8.12,11.17,25.86,17.12,45.26,3.79,19.09,14.11,20.24,47.49,53.63,51.25,3.77
2005-04-13,41.04,7.6,1.66,28.22,3.53,86600,23.09,14.81,12.07,14.76,29.66,36.42,57.37,21.95,8.54,3.7,1.1,8.35,11.03,25.29,16.42,44.56,3.67,18.61,13.75,19.97,47.34,51.29,50.75,3.76
2005-04-14,37.26,7.6,1.6,26.53,3.53,86000,22.95,14.26,12.03,14.51,28.65,36.31,56.54,21.84,7.91,3.6,1.14,8.08,10.75,24.95,15.59,43.76,3.56,18.7,13.89,20.04,46.87,48.95,50.66,3.42
2005-04-15,35.35,7.59,1.42,24.15,3.5,85800,22.37,12.2,12,14.55,27.84,35.75,55.32,21.48,7.83,3.4,1.08,7.82,10.37,24.6,15.52,42.95,3.46,18.34,13.82,19.93,46.26,48.59,50.21,3.2
2005-04-18,35.62,7.55,1.38,22.25,3.5,85310,22.35,12.54,12,14.27,27.93,35.44,56.58,21.55,7.85,3.38,1.32,7.98,10.64,24.91,15.75,43.8,3.6,19.025,13.94,20.05,47.02,48.88,49.8,3.34
2005-04-19,37.09,7.53,1.47,27.329,3.52,85090,22.64,12.71,11.951,14.8,29.32,35.85,57.25,23.35,8.29,3.25,1.13,7.34,11.01,25.53,16.2,44.71,4.18,19.45,13.62,20.7,48.6,50.32,50.21,3.23
2005-04-20,35.51,7.47,1.4,25.05,3.45,82800,22.25,13.71,12.1,15.39,29.41,35.89,56.59,22.77,7.91,3,1.18,7.28,10.67,25.42,16.64,43.93,4.15,18.75,13.62,20.08,49.66,48.61,49.3,3.14
2005-04-21,37.14,7.7,1.39,28.71,3.549,83900,22.68,13.071,12.1,15.73,30.25,36.97,59.06,22.96,8.31,3.1,1.189,7.5,10.82,26.4,16.99,44.47,4.26,19.5,13.83,20.59,51.13,50.51,47.53,3.14
2005-04-22,35.5,7.83,1.37,27.149,3.52,82050,22.1,13.46,12.15,15.76,28.92,35.87,57.8,22.49,7.26,3.04,1.1,7.77,10.6,25.36,17.28,44.32,4.3,18.99,13.59,20.45,50.73,48.91,47.86,2.92
2005-04-25,36.98,7.82,1.39,28.041,3.53,82600,22.34,13.21,12.03,15.69,29.38,36.52,58.9,23.45,7.81,3.2,1.24,7.85,10.63,25.57,17.06,44.9,4.25,19.81,13.97,20.02,51.91,48.92,48.22,3.05
2005-04-26,36.19,7.76,1.32,27.47,3.45,82410,22.02,13.16,12,16.5,28.76,35.58,57.52,22.82,8.05,3.15,1.28,7.91,10.5,25.5,16.85,44.78,4.3,19.83,13.99,19.6,52.17,47.29,48.06,3.05
2005-04-27,35.95,7.71,1.33,25.04,3.45,82305,22.02,13,12.1,16.81,28.2,35.07,57.14,22.63,7.978,3.14,1.3,7.98,10.53,25.53,15.97,45.31,4.33,22.74,14.24,19.72,50.9,47.38,47.88,2.99
2005-04-28,35.54,7.45,1.26,24.149,3.49,83600,21.39,12.46,11.91,16.78,27.49,34.52,56.78,22.41,8.04,3.02,1.25,7.95,10.37,27.92,16.65,44.24,4.25,22.65,14.45,19.46,49.01,47.15,47.09,2.91
2005-04-29,36.06,7.37,1.3,24.71,3.5,84350,21.68,12.24,12.19,16.4,27.05,35.43,56.99,22.02,8.05,3.02,1.28,8.35,10.305,28.48,16.88,45,4.02,22.12,15.48,19.07,47.99,47.78,46.96,2.75
2005-05-02,36.43,7.61,1.41,25.31,3.53,84900,22.26,12.14,12,16.6,26.23,35.44,57.7,22.36,7.2,3.11,1.21,8.87,10.25,28.12,17.08,45.49,4.1,23,14.87,19.16,49.72,49.77,47.17,2.62
2005-05-03,36.21,7.72,1.57,25.34,3.57,84400,22.04,12.95,12.2,16.55,26.55,35.6,57.43,22.46,6.62,3.1,1.22,8.46,10.37,28.05,16.47,45.27,4.1,22.53,14.79,19.19,51.23,49.03,48,2.71
2005-05-04,37.15,7.75,1.6,25.85,3.481,84950,22.94,13.49,12.07,16.67,26.59,35.78,58.02,22.36,6.83,3.4,1.26,8.615,10.46,28.54,16.25,46.76,4.24,22.6,14.53,19.52,52.66,49.93,48.73,2.6
2005-05-05,36.68,8.05,1.64,32.85,3.43,84200,23.04,13,12,16.97,27.14,35.68,58,22.01,6.701,3.21,1.27,8.92,10.33,28.37,15.96,46.71,4.25,22.29,14.48,19.72,54.33,51.4,48.11,2.75
2005-05-06,37.24,8.29,1.54,32.25,3.37,84000,23.3,13.05,12.07,17.1,27.11,34.92,58.01,22.02,7.02,3.266,1.27,9.26,8.97,28.64,16.84,45.59,4.46,22.7,14.5,20.85,53.6,51.54,48.2,2.83
2005-05-09,36.97,8.09,1.68,34.68,3.35,83250,23.22,12.84,12.5,16.95,26.64,33.87,58.55,22.38,6.9,3.35,1.29,9.74,8.32,28.46,17.05,45.94,4.53,23.05,14.7,20.96,54.29,52.41,48.55,2.85
2005-05-10,36.42,7.9,1.61,33.17,3.26,83100,23.44,12.29,12.04,16.5,26.28,33.37,57.19,22.65,6.81,3.3,1.26,9.77,8.2,28.14,17.82,45.47,3.77,22.3,14.76,20.51,54.28,51.52,48.31,3.15
2005-05-11,35.61,8.09,1.57,33.45,3.28,82775,23.73,10.9,12.2,16.81,26.48,32.8,57.5,22.76,6.47,3.3,1.22,9.53,8.24,27.95,14.75,46.02,3.93,22.81,14.9,20.33,54.2,51.57,48.43,3.42
2005-05-12,34.13,8.06,1.53,30.97,3.261,83150,23.22,10.78,12.2,16.61,25.66,32.62,57.6,22.54,5.86,3.34,1.26,9.68,8.09,28.91,13.821,45.34,3.79,22,15.11,20.12,54.73,48.55,48.39,3.59
2005-05-13,34.77,7.69,1.45,30.3,3.25,83000,23.57,10.74,12.03,16.55,24.2,32.64,57.66,22.4,6.32,3.28,1.28,9.1,8.01,29.08,14.01,44.83,3.89,21.72,15,19.26,53.88,47,47.84,3.32
2005-05-16,35.55,7.4,1.52,29.62,3.25,82500,23.65,10.24,11.95,16.6,24.55,33.34,59,22.6,6.59,3.14,1.22,9.41,8.27,29.33,14.04,45.7,3.88,22.55,15.17,19.64,55.58,48.85,47.95,3.52
2005-05-17,35.36,7.29,1.59,29.63,3.25,82500,23.89,9.8,12,17.1,24.98,33.32,59.84,22.32,6.39,3.1,1.23,9.72,8.16,30,14.23,46.26,3.95,22.87,15.19,19.81,56,49.17,48.14,3.43
2005-05-18,35.84,7.59,1.62,32.14,3.25,82900,24.55,9.9,12.064,16.85,26.41,33.95,60.1,22.98,6.2,3.05,1.32,9.86,8.18,29.9,14.62,47.19,3.86,23.68,15.23,20.85,57.1,50.7,51.46,3.4
2005-05-19,37.55,7.52,1.6,31.78,3.13,83700,24.68,10.01,12.05,16.63,26.75,33.55,59.95,22.65,6.58,3.04,1.29,9.94,8.14,29.77,14.65,46.88,3.91,23.74,15.23,20.43,56.32,50.72,50.41,3.41
2005-05-20,37.55,7.54,1.65,31.39,3.15,84000,25.41,9.98,12.166,16.85,26.66,33.4,60.1,22.75,6.46,3.14,1.29,9.7,8.1,29.99,14.47,46.2,3.84,24.24,15.349,20.47,55.82,51.71,50.59,3.45
2005-05-23,39.76,7.38,1.6,37.64,3.169,83490,25.28,9.72,12.14,16.76,26.44,33.97,60.5,22.66,6.47,3.1,1.25,10.71,8.04,29.97,14.5,46.32,3.89,23.97,15.17,20.63,55.8,51.61,50.82,3.3
2005-05-24,39.7,7.55,1.58,37.42,3.15,85500,25.18,9.76,12.2,16.95,26.64,34.45,60.32,22.9,6.68,3,1.22,10.21,8.2,29.93,14.6,46.44,3.78,23.88,15.23,20.58,53.38,53.38,50.37,3.38
2005-05-25,39.78,7.65,1.61,40.48,3.16,85200,25.24,9.6901,12.3,16.77,26.32,34.08,59.26,22.4,7.04,2.95,1.21,9.98,7.65,29.55,14.71,46.14,3.86,24.04,14.84,20.01,51.63,51.62,50.39,3.43
2005-05-26,40.74,7.65,1.76,41.29,3.158,84750,25.35,9.46,12.3,16.75,26.72,33.83,59.54,22.4,7.44,2.92,1.26,10.13,7.81,30,14.96,46.49,3.9,24.31,15.07,20.47,51.96,52.26,51.76,3.42
2005-05-27,40.56,7.74,1.75,40.28,3.06,85370,25.53,9.37,12.25,16.86,27.66,33.3,59.49,22.46,7.41,3,1.31,9.97,7.77,29.68,15.73,46.51,3.94,24.5,15.38,20.8,48.81,51.9,51.98,3.36
2005-05-31,39.7593,7.52,1.75,43.8,3.08,84100,24.79,9.44,12.3,16.34,27.52,33.42,58.84,22.09,7.42,3,1.27,9.81,7.9,29.65,14.92,46.03,4.06,24.3,15.7,20.4,49.96,51.46,51.29,3.29
2005-06-01,40.3,7.56,1.8,41.54,3.05,84350,25.29,9.83,12.35,16.81,29.12,32.92,59.64,22.07,7.43,3,1.28,10,7.63,29.99,14.98,46.33,4.1,24.09,15.75,20.84,50.31,52.64,51.49,3.38
2005-06-02,40.04,7.67,2.02,42.2,3.05,84125,25.79,9.64,12.3,16.4,29.15,32.94,59.7,21.97,7.51,2.89,1.26,10,7.59,30.07,15.46,46,3.94,24.2,15.73,20.48,50.5,52.39,52.6,3.35
2005-06-03,38.24,7.65,1.96,41.23,3.09,83800,25.54,9.98,12.3,16.25,28.52,32.4,59.35,21.85,7.49,2.99,1.24,9.68,7.49,29.92,15.28,45.67,3.81,22.62,15.44,20.52,49.13,52.26,52.04,3.12
2005-06-06,37.92,7.73,1.89,43.46,3.06,83190,25.9,9.86,12.2,16.28,28.55,32.33,60.23,21.7,7.28,2.85,1.23,9.37,7.52,29.87,14.45,46.18,3.87,22.29,15.58,20.23,47.95,52.39,52,3.12
2005-06-07,36.54,7.86,1.78,41.92,3.07,83390,25.84,9.93,12.23,16.57,29.4,32.46,61.04,21.75,8.28,2.82,1.22,9.62,7.34,29.84,14.16,46.16,3.94,21.85,15.75,20.66,47.3,51.92,52.16,3.06
2005-06-08,36.92,7.89,1.7,38.74,3.33,83100,25.39,9.82,12.25,16.34,28.53,32.04,59.67,21.81,8.71,2.65,1.24,9.37,7.18,29.51,14.18,46.28,4,21.11,15.73,20.52,47.5,49.92,51.82,3.08
2005-06-09,37.65,7.79,1.81,39.16,3.35,83075,25.4,9.778,12.12,16.23,28.85,32.03,60.73,22.23,8.95,2.45,1.22,9.09,7.24,29.89,13.95,46.23,3.91,21.87,15.69,20.69,48.22,49.57,52.47,3.09
2005-06-10,35.81,7.65,1.75,39.4,3.25,83000,24.96,9.96,12.5,16.64,28.64,31.65,59.84,23.19,8.78,2.55,0.97,9.24,7.16,29.44,14.21,45.86,3.98,21.92,15.95,20.7,49,50.24,53.09,3.11
