Data,AAPL,ATSG,AVNW,BOOM,BREW,BRK_A,CPRT,EZPW,HWKN,HXL,HZO,IART,IBKC,INGR,MPWR,INO,INSM,INSY,SEAC,MCHP,MCHX,NTRS,NUAN,SCSS,TBBK,TCBK,UTHR,YRCW,YUM,ZIXI
2015-08-28,113.29,8.95,1.13,10.64,7.97,205344,34.99,5.83,37.33,49.3,16.34,60.79,60.36,86.1,48.44,7.73,25.69,33.83,5.9,43.24,3.96,70.14,16.61,24.45,7.41,23.82,160.48,16.5,81.82,4.43
2015-08-31,112.76,9.09,1.16,11.33,8.17,202531,35.02,6.32,38.05,48.26,16.3,59.98,60.9,86.34,48.09,7.49,24.44,32.42,6.04,42.5,3.97,69.84,16.47,24.35,7.34,23.74,150.62,16.71,79.77,4.38
2015-09-01,107.72,8.65,1.2,11.32,7.64,198144.3,33.85,6.13,37.6,46.77,16.03,58.35,58.57,83.82,46.72,7.1,23.39,32.59,5.82,40.34,3.86,68,16.09,23.4,7.17,23.14,144.61,15.28,79.1,4.36
2015-09-02,112.34,8.79,1.2,10.68,7.75,199360,35.02,6.18,38.41,47.96,16.12,60.24,59.63,84.79,47.94,7.23,25.11,34.21,5.84,41.09,3.98,68.93,16.25,23.79,7.4,23.59,153.75,15.55,80.27,4.48
2015-09-03,110.37,8.86,1.2,10.88,7.71,199665,34.87,6,38,47.96,16.06,62.39,59.85,85.31,48.52,7.09,24.31,33.58,6.41,41.74,4.08,69.43,16.39,23.62,7.45,23.61,149.96,15.67,80.22,4.42
2015-09-04,109.27,8.8,1.21,10.04,7.67,196501,34.88,5.9,37.87,47.1,15.64,61.95,59.62,84.05,48.22,7.11,24.05,34.23,6.39,41,3.95,68.28,16.25,23.29,7.46,23.7,149.21,15.54,78.89,4.54
2015-09-08,112.31,8.88,1.22,9.96,7.99,200600,35.35,6.1,38.21,48.7,15.96,63.23,61.2,84.72,50.18,7.15,24.955,35.01,6.5,44.86,3.84,70.55,16.85,24.25,7.69,24.06,154.12,15.9,81.76,4.635
2015-09-09,110.15,8.73,1.21,9.46,8.01,196875,34.96,5.98,37.8,47.96,15.94,62.13,60.65,83.46,49.66,6.9,24.48,35.45,6.28,44.37,3.88,69.67,16.71,23.82,7.64,23.87,151.77,15.18,81.02,4.54
2015-09-10,112.57,8.78,1.1899,9.4,7.97,197639,35.11,6,37.98,46.92,15.5,63.2,60.92,82.96,49.69,7.11,24.92,35.97,6.28,44.2,3.92,69.9,16.99,23.73,7.84,23.83,152.76,16.29,79.9,4.58
2015-09-11,114.21,8.77,1.15,9.11,8.12,198329,35.04,6.04,38.06,47.04,15.19,64.1,60.72,83.27,50.62,7.34,25.09,36.2,6.25,43.89,3.89,70.03,17.22,23.21,8.03,24.06,155.11,16.09,81.43,4.67
2015-09-14,115.31,8.75,1.18,8.88,8.19,197598,34.69,6.14,37.85,46.63,14.77,63.35,60.68,83.87,50.57,7.35,25.16,36.43,6.24,43.92,3.89,70.02,17.32,22.56,7.96,24.43,153.61,15.7,80.95,4.55
2015-09-15,116.28,8.78,1.18,9.01,8.37,199305.05,35.21,6.22,38.1,47.09,14.83,64.03,61.1,86.81,51.13,7.47,25.36,36.22,6.3,44.01,4,70.79,17.34,22.86,7.89,24.69,154.91,16.695,82.42,4.6
2015-09-16,116.41,9,1.18,9.83,8.33,199415,35.32,6.15,38.32,47,15.2,64.56,61.57,88.13,51.03,7.47,25.05,35.72,6.17,43.91,4.02,70.79,17.55,22.56,8.03,24.65,152.22,16.405,83.07,4.46
2015-09-17,113.92,9.06,1.18,9.75,8.37,198100,35.29,6.15,38.35,47.53,15.24,64.3,60.04,89.57,51.16,7.64,26.28,36.35,6.14,43.33,3.99,69.42,17.6,23.05,7.86,24.24,154.34,16.21,82.97,4.5
2015-09-18,113.45,8.65,1.22,9.27,8.47,192200,34.76,6.1,37.83,46.79,14.46,64.23,58.46,86.65,50.44,7.39,25.8,36.94,6.37,42.8,3.99,67.13,17.41,22.72,7.78,23.84,150.71,15.71,80.15,4.33
2015-09-21,115.21,8.9,1.16,9.06,8.41,197022,35.09,6.1,38.01,46.76,14.64,65.17,59.15,88.67,50.32,7.29,24.6,34.06,6.53,42.73,4.08,68.39,17.35,22.68,7.95,23.94,148.31,15.58,80.43,4.37
2015-09-22,113.4,8.68,1.09,8.96,8.39,195386,34.37,6.23,37.72,45.66,14.07,64.92,58.74,86.48,49.24,7.19,24.11,32.29,6.34,41.99,4.1,67.34,17.07,22.3,8.38,24.16,144.82,14.74,79.3,4.31
2015-09-23,114.32,8.67,1.13,8.58,7.84,194479,34.09,6.06,37.74,45.2,14.3,65.7,58.22,86.63,49.24,7.08,23.71,32.82,6.22,41.35,4.03,67.49,17.09,22.34,8.73,24.11,141.98,14.47,78.92,4.39
2015-09-24,115,8.66,1.12,8.66,8.09,193800,33.83,6.57,38.45,44.77,14.33,65.08,57.99,86.86,49.37,7.17,22.67,31.87,6.21,41.28,4.15,67.12,16.9,22.06,8.82,24.35,141.2,13.99,78.32,4.45
2015-09-25,114.71,8.7,1.06,8.67,8.01,194620,34.2,6.47,38.3,45.05,14.28,63.92,57.83,87.25,50.5,6.57,20.35,29.08,5.99,41.38,4.09,69.05,16.65,21.87,8.65,24.42,137.39,13.84,78.6,4.28
2015-09-28,112.44,8.69,1.05,9.16,7.84,193305,33.46,6.1,37.89,43.98,14.1,60.17,57.72,85.09,49.19,6.12,18.17,27.8,6.03,40.86,4.05,67.15,16.14,21.34,8.46,24.33,134.15,13.26,76,4.18
2015-09-29,109.06,8.45,1.05,9.54,7.89,193621,33.39,6.1,38.15,44.07,13.91,59.47,57.53,85.57,49.54,5.69,17.42,27.32,6.27,41.67,4,67.25,16.04,21.51,8.22,24.28,136.97,13.75,76.15,4.27
2015-09-30,109.95,8.55,1.04,9.54,7.97,195240,32.9,6.17,38.5,44.86,14.13,59.56,58.21,87.31,51.2,5.775,18.57,28.46,6.3,43.09,4.03,68.15,16.37,21.89,7.62,24.57,131.24,13.26,79.95,4.22
2015-10-01,109.58,8.56,1.08,9.69,7.75,195739,33.44,6.27,38.32,44.73,14.34,59.52,58.57,87.16,50.42,5.68,18.4,26.94,6.18,42.19,4.01,68.21,16.26,22.3,7.16,24.44,129.38,13.83,79.87,4.25
2015-10-02,110.38,8.71,1.13,8.855,8,195500,33.98,6.01,38.55,45.17,14.74,61.05,58.14,88.98,51.53,5.91,19.44,28.64,6.15,43.38,3.95,67.39,16.51,22.18,6.95,24.25,130.9,14.16,81.6,4.25
2015-10-05,110.78,9.19,1.17,8.97,8.12,198561,34.8,6.45,39.63,45.86,15.39,61.21,59.46,90.28,53.24,6.15,19.21,27.69,6.53,45.08,4.22,68.78,16.5,23.28,7.46,24.6,126.7,14.73,83.05,4.4
2015-10-06,111.31,9.08,1.13,9.19,8.04,196720,34.64,6.46,39.46,46.24,15.04,59.09,59.28,88.77,54.18,5.82,18.37,25.76,6.67,45.36,4.22,68.35,16.91,23.9,7.44,24.53,125.28,14.83,83.42,4.34
2015-10-07,110.78,9.28,1.13,10.46,8.17,199000,34.84,6.72,40.7,47.67,15.41,58.97,60.24,89.05,55,6.02,18.5,26.2,6.99,45.98,4.33,69,17.07,24.04,7.55,24.96,122.85,15.28,67.71,4.38
2015-10-08,109.5,9.37,1.12,11.04,8.15,200616,34.85,7,41.31,47.36,15.83,58.35,60.73,90.24,55.3,5.96,17.12,25.01,6.96,46.65,4.31,69.12,17.2,24.6,7.52,25.17,125.28,15.67,67.46,4.34
2015-10-09,112.12,9.42,1.11,10.9,8.07,199650,34.79,6.83,41.24,47.89,15.57,58.79,59.79,90.61,54.99,6.16,17.43,25.65,6.99,46.27,4.3,68.48,17.52,24.62,7.56,25.12,123.59,16.39,70.25,4.43
2015-10-12,111.6,9.44,1.1,10.77,8,2e+05,34.94,6.8,41.2,47.57,15.67,59.2,60.34,91.56,55.19,5.91,17.43,26.31,6.98,46.28,4.28,68.8,17.65,24.48,7.68,25.45,123.09,16.09,70.84,4.51
2015-10-13,111.79,9.22,1.1,10.74,7.97,198578,34.72,6.9,40.84,47,14.99,58.07,59.56,91.21,54.47,5.65,16.82,25.17,7.08,46.06,4.18,68.44,17.27,24.26,7.71,25.38,122.26,15.52,69.98,4.43
2015-10-14,110.21,9.22,1.08,10.82,7.81,196898.99,34.41,6.75,40.98,45.09,14.66,57.65,58.1,89.83,56.28,5.9,16.97,25.01,6.83,47.31,4.03,67.68,17.12,23.95,7.24,24.8,123.28,15.54,68.58,4.4
2015-10-15,111.86,9.42,1.1,10.94,7.8,200499,34.75,6.85,41.25,45.72,15.27,58.62,59.3,90.53,57.17,6.29,17.54,25.91,7.15,47.33,4.21,69.45,17.26,24.61,6.92,25.52,127.44,16.1,69.27,4.59
2015-10-16,111.04,9.49,1.08,10.37,7.98,200469,34.76,6.6,41.47,45.97,15.22,59.36,59.08,90.84,56.95,6.23,17.7,26.25,7.14,46.94,4.16,69.11,17.09,23.03,6.88,25.38,128.6,16.14,72.16,4.63
2015-10-19,111.73,9.55,1.06,9.83,7.92,200695,35.06,6.61,41.07,46,15.42,60.97,59.38,91.74,57.44,6.26,18.02,26.99,7.05,47.23,4.18,68.34,16.91,22.68,6.88,25.49,126.83,16.12,71.71,4.69
2015-10-20,113.77,9.68,1.14,9.8,8.09,201480,35.28,6.32,40.9,42.47,15.51,59.69,59.59,91.8,57.09,6.28,17.12,24.36,6.94,47.4,4.26,69.57,17.02,22.81,6.97,25.64,122.91,16.43,73.03,4.68
2015-10-21,113.76,9.52,1.15,9.41,7.91,199900,35.3,6.35,41.01,43.43,14.91,59.53,58.3,91.61,55.85,6.24,17.63,23.66,6.77,47.16,4.15,66.55,16.74,21.27,7.03,25.09,123.35,16.31,73.56,5
2015-10-22,115.5,9.67,1.12,9.59,8.17,206020,35.42,6.36,41.87,45.73,14.88,56.44,59.15,93.15,57.75,6.39,17.7,21.96,6.95,48.86,4.3,68.1,17,21.53,7.16,25.72,119.57,16.52,72.68,5.01
2015-10-23,119.08,9.78,1.1,9.52,8.08,206584,35.71,6.59,42.59,45.98,15.15,56.66,59.9,93.39,58.74,6.61,18.41,22.65,6.95,49.11,4.38,69.17,17.01,21.36,7.53,26.04,126.04,16.42,72.89,5.02
2015-10-26,115.28,9.7,1.08,9.32,7.98,205380,35.89,6.54,42.79,45.92,14.96,56.81,59.73,93.09,57.76,6.57,18.85,23.44,6.73,48.51,4.33,68.9,16.95,21.09,7.48,25.76,126.03,16.52,74.18,5.11
2015-10-27,114.55,9.42,1.02,9.26,7.62,203280,35.51,6.31,40.96,45.79,14.68,56.78,58.85,92.07,61.66,6.43,19.25,25.15,6.52,47.93,4.1,68.93,16.69,20.63,7.38,25.61,137.1,14.64,73.17,5.05
2015-10-28,119.27,9.77,1.07,7.645,7.81,206940,36,6.69,40.93,47.23,15.76,58.73,61.64,93.94,62.98,6.67,20.7,27.25,6.63,48.56,4.4,71.44,17.16,21.29,7.83,26.2,137.15,13.43,72.97,5.25
2015-10-29,120.53,9.84,1.03,7.46,7.71,206816.92,36.07,6.65,41.4,46.87,15.96,59.35,62.05,93.04,61.73,6.46,19.61,26.03,6.47,47.39,4.28,71.02,16.96,21.36,7.7,25.91,143.55,13.85,72.51,5.2
2015-10-30,119.5,9.79,1.02,7.13,7.66,204596,36.21,6.66,41.44,46.32,15.8,59.57,60.63,95.06,62.42,6.33,19.84,25.76,6.47,48.29,4.32,70.39,16.97,21.2,7.2,26.36,146.63,18.26,70.91,5.18
2015-11-02,121.18,10.01,1.025,7.78,7.4,207745,36.73,6.84,41.78,47.51,15.67,61.46,61.48,95.78,62.8,6.66,19.99,27.84,6.57,48.89,4.43,71.29,17.22,21.63,7.44,26.53,153.06,17.84,71.83,5.14
2015-11-03,122.57,9.99,1.02,8.19,7.2,206704,36.61,6.78,41.82,48.2,15.13,61.24,62.09,96.05,62.78,6.6,20.17,28.83,6.61,48.82,4.44,71.73,17.53,22.02,7.63,26.66,152.6,17.04,72.21,5.12
2015-11-04,122,9.91,1.06,7.89,7.25,206120,36.65,6.69,41.32,47.37,16.29,63.2,62.19,96.13,62.9,6.58,20.46,26.38,6.72,48.99,4.45,72.17,17.56,21.44,7.64,26.6,151,16.68,71.54,5.18
2015-11-05,120.92,10,1.04,7.7,7.18,204694,37.07,6.64,41.38,47.37,16.76,63.54,63.19,97.17,63.12,6.82,19.86,25.43,6.68,47.91,4.6,73.28,17.54,25.5,7.77,26.89,152.06,17.08,71.17,5.18
2015-11-06,121.06,9.82,1.03,7.63,7.005,203100,37.1,6.8,41.37,47.16,16.19,64.46,64.82,96.83,64.42,6.73,17.09,27.39,6.77,47.85,4.49,74.97,17.7,24.67,8.08,27.82,153.62,17.55,71.24,5.18
2015-11-09,120.57,9.68,0.99,7.27,6.83,201000,37.04,6.51,40.84,46.04,15.12,63.62,64.48,96.69,64,7.02,15.89,27,6.63,47.815,4.53,74.04,17.34,24.1,7.94,28.18,157.16,16.73,69,5.24
2015-11-10,116.77,9.31,1.02,7.2,7.4,201754,36.91,6.52,40.09,46.04,15.41,64.31,64.83,97.33,63.61,6.94,16.19,27.67,6.49,47.16,4.51,74.82,17.23,23.93,7.95,28.77,156.75,17.47,68.76,5.3
2015-11-11,116.11,9.1,0.99,7.15,7.71,202355,36.53,6.22,39.92,45.9,15.06,63.69,63.45,97.22,63.82,7.11,16.44,25.26,6.31,47.1,4.44,74.95,17.08,23.88,7.86,28.57,148.66,16.94,68.44,5.19
2015-11-12,115.72,8.81,0.94,7.06,8.04,199371,35.82,5.67,39.11,43.36,15.01,63.02,61.6,94.46,63.34,7.05,15.96,27.08,6.17,46.37,4.31,73.95,17.11,23.77,7.66,28.17,146.14,16.58,67.12,5.2
2015-11-13,112.34,8.95,0.98,7.32,8.11,197825,35.68,5.49,38.4,43.94,14.87,62.81,61.4,93.94,62.56,7.08,16.05,29.02,6.12,45.64,4.19,73.23,16.56,22.97,7.37,28.21,146.79,16.68,69.47,5.13
2015-11-16,114.175,8.94,0.97,7.76,8.35,199800,35.81,5.67,38.27,45.05,15.89,63.37,62.24,95.06,63.52,6.94,15.87,28.64,6.23,45.95,4.25,74.01,17.05,23,7.42,28.25,145.99,16.31,68.82,5.21
2015-11-17,113.69,8.86,0.9376,7.45,8.44,200045,35.92,5.58,38.54,45.64,16.31,63.74,62.24,94.54,64.42,6.87,15.91,29.94,6.23,46.08,4.11,73.98,20.21,23.11,7.37,28.08,148.02,16.37,69.94,5.19
2015-11-18,117.29,8.9,0.9602,7.64,8.42,204280,36.4,5.85,39.51,46.4,16.54,64.03,63.09,95.76,66.4,6.73,16.53,29.9,6.35,46.98,4,75.76,20.23,23.19,7.14,28.29,151.55,16.33,71.12,5.44
2015-11-19,118.78,8.75,0.93,7.89,8.43,204901,36.6,5.62,39.28,46.61,16.77,62.79,62.57,96.06,65.87,6.81,16.09,29.42,6.52,47.18,3.9,75.4,20.2,22.73,7.2,28.2,148.84,16.83,71.68,5.68
2015-11-20,119.3,8.84,0.94,7.41,8.41,204600,36.7,5.71,39.96,47.3,17.67,62.08,62.9,96.06,66.62,6.8,16.5,29.09,6.53,47.38,3.93,75.64,20.08,23.49,7.28,29.03,151.17,16.59,72.76,5.49
2015-11-23,117.75,8.96,0.96,7.4,8.45,203779,37.2,5.75,40.07,47.1,17.54,62,63.24,98.1,66.2,6.88,16.57,31.45,6.45,46.6,4,75.2,20.31,24.06,7.2,29.14,152.95,16.52,72.69,5.58
2015-11-24,118.88,9.19,0.9318,7.66,8.5,203360,39.13,5.71,40.98,46.91,18.59,61.76,63.41,98.21,67.34,7.07,16.04,31.64,6.34,47.23,4,75.1,20.78,24.15,7.38,29.12,154.23,17,72.38,5.71
2015-11-25,118.03,9.29,0.9341,7.46,9.13,202285,39.58,5.73,41.28,46.85,18.81,62.16,63.58,99.12,67.87,7.23,16.59,32.82,6.46,47.15,4.1,75,20.84,24.57,7.495,29.28,155.51,17.49,72.59,5.675
2015-11-27,117.81,9.62,0.9349,7.7,9.22,201624,39.67,5.78,40.88,47.15,19.1,62.68,63.59,99.34,67.82,7.36,16.99,31.11,6.61,47.69,4.18,75.54,21.04,24.44,7.77,29.39,154.26,17.64,72.96,5.73
2015-11-30,118.3,9.51,0.93,7.72,9.72,201360,39.47,5.79,41,47.09,18.15,62.71,63.37,98.57,68.33,7.41,16.31,31.86,6.97,48.28,4.26,74.94,20.93,23.62,7.68,29.3,152.63,16.93,72.51,5.61
2015-12-01,117.34,9.55,0.89,7.88,9.6,204945,39.36,5.74,42.03,46.8,18.21,63.97,63.49,98.85,68.88,7.35,16.31,32.39,6.77,48.49,4.36,75.02,21.35,23.87,7.72,29.32,159,17.1,74.48,5.68
2015-12-02,116.28,9.37,0.9146,7.73,9.4,202930,39.25,5.45,41.54,46.76,17.75,64.13,61.9,97.16,67.29,7.3,16.41,31.99,6.7,46.66,4.27,74.2,21.45,24.11,7.65,29.14,156.76,16.13,74.95,5.655
2015-12-03,115.2,9.4,0.89,7.43,9.18,198801,38.84,5.38,41.06,46.49,17.76,63.54,60.77,95.5,66.56,6.94,15.84,26.06,6.56,46.43,4.21,72.77,21.18,23.3,7.69,28.69,155.24,15.68,73.13,5.56
2015-12-04,119.03,9.48,0.9,6.94,9.26,204500,39.04,5.26,41.07,47.24,18.52,64.86,61.15,97.79,67.17,7.12,16.46,26.8,6.77,47.37,4.13,75.53,21.38,23.68,7.77,29.23,158.8,15.87,76.14,5.6
2015-12-07,118.28,9.42,0.87,6.62,9.02,203500,38.99,5.1,40.42,46.49,18.42,64.3,59.2,97.47,66.68,6.77,16.35,26.5,6.58,46.68,4.03,74.61,21.15,23.27,7.46,28.62,155.49,14.99,76.41,5.49
2015-12-08,118.23,9.32,0.8799,6.77,9.43,200105,38.96,5.17,39.69,45.54,18.82,64.66,57.27,96.51,66.22,6.71,17.08,28.26,6.74,46.21,4.09,74.32,21.26,23.69,7.47,28.18,160.3,14.97,75.59,5.54
2015-12-09,115.62,9.27,0.87,6.66,9.19,197660,38.81,5.14,39.78,45.02,18.45,64.23,56.27,95.64,64.55,6.7,16.68,28.8,6.75,45.51,4.09,72.48,20.81,23.34,7.4,27.82,153.68,14.58,73.8,5.45
2015-12-10,116.17,9.25,0.8727,6.96,9.12,197505,38.86,5.13,39.7,45.74,18.32,64.21,55.91,95.87,64.505,6.69,17.52,29.59,6.81,45.35,4.11,72.13,20.605,23.33,7.58,27.75,156,14.97,73.19,5.37
2015-12-11,113.18,9.08,0.8235,6.75,8.77,195756.87,38.28,4.85,38.13,45.09,17.6,63.91,55.35,95.02,63.38,6.22,16.72,28.71,6.76,44.64,4.13,70.11,20.2,22.73,7.19,26.97,153.16,14.48,71.3,5.36
2015-12-14,112.48,8.95,0.7647,6.6,8.71,198040,38.32,4.86,37.77,44.99,17.45,63.69,54.77,95.25,62.9,6.14,16.72,29.25,6.78,44.61,4.09,70.03,20.06,22.1,6.65,27.42,152.49,14.3,71.65,5.32
2015-12-15,110.49,9.08,0.775,6.43,9.09,202439.97,38.71,4.72,37.94,45.48,17.33,65.03,55.52,96.97,64.06,6.26,17.05,30,6.86,46.07,4.09,72.68,20.17,22.17,6.63,28.03,159.97,14.7,72.61,5.33
2015-12-16,111.34,9.1,0.7434,6.41,8.99,203800,38.69,4.8,38.04,46.25,18.3,66.19,55.8,98.58,63.78,6.63,18.34,29.25,6.93,47.11,4.05,74.05,20.5,23.07,6.7,28.12,159.45,15.42,73.54,5.35
2015-12-17,108.98,8.96,0.757,6.16,8.87,201000,38.38,5,37.65,45.99,17.87,66.03,54.29,97.63,63.22,6.62,17.95,28.66,6.9,46.44,3.96,71.97,20.485,22.64,6.75,27.94,158.14,15.24,72.2,5.21
2015-12-18,106.03,9.11,0.7818,5.98,8.63,194720,38.11,4.96,34.74,45.31,17.35,66.36,53.87,94.98,63.15,6.87,17.9,28.29,6.9,46.09,3.79,70.06,20.36,21.75,6.43,27.5,155.18,13.73,71.84,5.25
2015-12-21,107.33,9.73,0.779,6.34,8.73,196801,38.56,5.31,35.78,46.18,17.4,67.14,54.68,94.4,64.39,6.89,18.04,28.22,6.89,46.85,3.64,71.15,20.18,21.27,6.37,27.83,158.15,13.41,73.4,5.06
2015-12-22,107.23,10.01,0.805,6.37,8.98,199680,38.79,5.21,35.6,46.68,17.63,67.38,55.36,95.82,64.53,6.95,17.92,28.15,6.84,47.17,3.76,72.04,20.16,21.17,6.4,27.75,157.93,13.77,73,5.17
2015-12-23,108.61,10.21,0.7901,6.57,9.2,2e+05,38.9,5.39,35.81,46.95,18.43,67.82,56.19,97.28,64.45,6.94,18.39,28.36,6.87,47.31,3.83,73.1,20.18,21.52,6.39,27.96,159.9,14.24,74.12,5.23
2015-12-24,108.03,10.3,0.8201,6.72,9.16,201137,38.29,5.25,36.23,47.04,18.32,67.75,56.57,96.73,64.57,7.07,18.52,28.45,6.92,47.26,3.85,72.96,20.28,21.22,6.79,27.95,160.91,14.12,74,5.24
2015-12-28,106.82,10.28,0.7925,6.79,8.96,199876,38.37,4.93,36.74,46.81,18.12,67.53,56.07,96.4,64.27,7.03,17.87,28.9,7,47.53,3.82,72.9,20.19,21.01,6.5,28.15,160.86,13.79,73.84,5.23
2015-12-29,108.74,10.28,0.8,6.81,8.77,200050,38.82,4.99,36.94,47.32,18.93,68.6,56.45,97.63,65.13,7.08,18.97,28.95,7.04,48.12,3.88,73.58,20.2,21.76,6.58,28.28,159.23,13.95,74.24,5.25
2015-12-30,107.32,10.21,0.7797,6.84,8.6,200081,38.12,4.82,36.53,46.43,18.66,68.37,55.52,98.05,64.78,7,18.77,29.38,6.96,47.74,3.9,72.83,20.18,21.67,6.52,28,158.53,13.93,73.81,5.18
2015-12-31,105.26,10.08,0.7678,6.99,8.37,197800,38.01,4.99,35.77,46.45,18.42,67.78,55.07,95.84,63.71,6.72,18.15,28.63,6.74,46.54,3.89,72.09,19.89,21.41,6.37,27.44,156.61,14.18,73.05,5.08
2016-01-04,105.35,9.87,0.7979,7.1,8.21,196295,37.67,4.85,34.25,45.28,18.28,66.18,53.74,92.8,60.97,6.4,17.24,28.05,6.72,45.98,3.75,70.59,19.66,21.03,6.05,26.64,155.54,14,72.21,4.82
2016-01-05,102.71,9.93,0.76,7.15,8.25,196999.99,37.74,4.87,34.67,45.4,18.06,66.21,53.4,93.98,59.9,6.3,17.13,27.66,6.51,45.64,3.81,70.69,19.55,21.24,6.05,26.87,150.04,14.23,72.03,4.87
2016-01-06,100.7,9.86,0.7573,6.94,8.07,197415,37.05,4.73,34.57,44.67,17.53,66.83,53.04,92.7,58.91,6.12,16.5,27.4,6.46,44.93,3.8,69.01,19.31,20.9,6.12,27.03,147.12,13.41,71.52,4.78
2016-01-07,96.45,9.62,0.72,6.39,7.54,195580,35.66,4.6,33.87,43.15,17.02,66.54,51.01,91.43,57.21,5.75,16.16,27.71,6.25,42.66,3.71,67.18,18.77,21.12,5.82,26.64,144.42,12.45,69.08,4.78
2016-01-08,96.96,9.5,0.6701,6.17,7.14,193900,35.09,4.04,34.75,42.24,16.73,65.67,50.22,91.18,57.35,5.76,16.08,25.89,6.15,41.53,3.72,65.93,18.49,20.05,5.46,25.71,141.5,12.19,68.14,4.59
2016-01-11,98.53,9.54,0.7097,5.76,7.31,193060.01,35.13,3.65,33.91,42.42,16.64,64.24,50.34,92.48,58.43,5.35,15.29,24.87,6.29,41.5,3.7,65.89,18.94,20.38,5.23,26.51,138.34,11.4,68.02,4.71
2016-01-12,99.96,9.57,0.69,5.47,7.11,193999.99,35.17,3.39,34.19,42.24,17.15,64.4,50.12,93.45,59.09,5.54,16.13,25.31,6.55,41.85,3.7,66.31,18.9,20.76,5.07,26.37,143.23,11.29,69.57,4.72
2016-01-13,97.39,9.54,0.65,5.35,7.04,190499.5,34.51,3.26,34.08,40.23,15.95,62.66,47.23,91.22,58.19,5.17,14.95,23.43,6.6,41.31,3.57,64.75,18.54,19.85,5.15,25.33,135.82,10.25,69.03,4.67
2016-01-14,99.52,9.46,0.6901,5.5,7.24,192250,34.78,3.38,34.69,40.29,16.16,64.18,47.23,91.51,59.81,5.16,15.16,22.88,6.48,42.04,3.6,65.74,18.94,19.92,5.23,25.72,136.22,10.01,70.01,4.76
2016-01-15,97.13,9.42,0.6556,5.35,7.07,190000,33.71,3.4,34.2,39.3,14.82,62.86,46.3,89.27,57.42,5.21,14.3,23.14,6.23,40.52,3.49,63.78,18.47,19.86,5.21,25.53,133.1,9.94,67.09,4.54
2016-01-19,96.66,9.22,0.7,5.01,7.02,191700,33.3,3.07,34.2,38.93,14,63.16,46.16,89.34,57.3,4.92,13.44,21.02,6.28,41.7,3.45,63.93,18.155,18.57,4.85,25.54,129.17,9.32,68.77,4.45
2016-01-20,96.79,9.49,0.66,5.27,7.83,188470,33.15,3.16,35.14,39.44,14.56,63.1,45.51,86.6,58.24,4.99,13.63,21.8,6.18,42.85,3.51,61.43,18.25,18.72,4.81,25.49,128.61,9.03,67.99,4.43
2016-01-21,96.3,9.56,0.65,5.54,7.93,189455,33.01,3.29,34.7,38.55,16.41,62.31,44.46,86.75,60.04,5.06,12.92,22.12,6.11,43.61,3.55,59.01,17.7,19.11,4.8,24.81,125.81,9.68,68.96,4.42
2016-01-22,101.42,9.53,0.65,5.51,8.28,191395.99,34.07,3.34,35.55,42.68,16.23,62.95,45.61,88.06,61.59,5.07,13.27,22.65,6.08,43.14,3.72,60.42,18.17,19.47,4.75,25.15,129.44,10.54,68.98,4.43
2016-01-25,99.44,9.26,0.64,5.22,7.9,187001,33.47,3.15,34.18,41.05,15.24,62.16,42.42,88.51,61.36,5.14,13.4,21.58,6.09,43.2,3.66,58.79,17.66,18.96,4.45,24.61,126.94,9.72,67.39,4.36
2016-01-26,99.99,9.47,0.7,5.41,8.21,189640,34.17,3.3,35.66,41.71,15.7,62.98,44.48,90.25,61.32,5.24,13.62,20.87,6.05,44.25,3.66,59.85,18.11,19.45,4.41,24.96,127.64,11.1,69.87,4.43
2016-01-27,93.42,9.29,0.739,5.49,8.13,189091,33.13,3.25,34.52,40.24,15.68,62.11,44.78,89.44,59.66,5.37,13.04,20.09,5.96,43.33,3.65,59.81,17.4,18.96,4.44,24.71,125.36,10.98,69.4,4.37
2016-01-28,94.09,9.38,0.7381,5.75,8.3,188300,33.23,3,35.31,40.52,16.36,60.39,47.94,96.95,60.38,5.78,12.82,18.27,6.09,43.16,3.69,59.77,17.35,18.81,4.5,25.23,122.79,9.82,70.41,4.45
2016-01-29,97.34,9.73,0.7372,6.11,8.57,194360.05,33.51,3.04,37.47,41.38,16.91,61.45,47.85,100.72,62.57,6.68,13.2,17.35,6.22,44.81,3.82,62.08,17.63,21.06,4.5,25.51,123.18,10.34,72.37,4.49
2016-02-01,96.43,9.7,0.7448,6.19,8.31,194759,33.54,3.12,36.82,41.09,16.92,61.84,48.63,100.82,62.3,6.73,13.54,16.65,6.25,44.43,3.72,61.25,17.76,21.2,5,25.77,125.61,10.42,73.1,4.53
2016-02-02,94.48,9.64,0.72,6.06,8.19,189902,33.11,2.98,35.63,39.57,16.21,60.82,46.77,99.96,58.98,6.5,13.08,15.68,5.91,43.18,3.67,59.24,17.375,21.21,4.7,25.5,122.68,9.85,72.32,4.47
2016-02-03,96.35,9.53,0.71,6.03,8.31,189861,33.34,2.96,36.49,40.2,15.94,61.13,47.92,100.25,58.26,6.04,12.85,15.62,5.83,42.32,3.74,59.46,17.43,20.88,4.52,25.31,122.77,9.87,72.45,4.445
2016-02-04,96.6,9.56,0.6991,6.35,8.36,192200,34.11,3.07,35.76,40.6,17.07,61.18,47.88,99.19,58.26,6.26,13.38,16.61,5.9,42.74,3.78,60.34,17.49,21.05,4.35,24.86,122.75,10.71,72.31,4.39
